VERSION_6_0 11-la
P	0	1	0	39.7078	14.5566	123.525	-0.738458	-0.673366	-0.0354566	0.3	0.012	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1831,-1767,-1447,-1441,-1435,-1093	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	2	0	34.5087	8.57465	123.295	-0.564391	-0.825207	-0.0222785	0.357	0.018	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-10000	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	3	0	35.4582	16.5876	125.268	-0.422535	-0.904956	-0.0501805	0.303	0.012	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1766	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	4	0	32.7939	9.12891	124.605	-0.244772	-0.96265	-0.115722	0.447	0.021	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1773,-1637,-1574	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	5	0	39.009	12.3417	125.833	-0.543184	-0.631226	0.553629	0.336	0.018	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1819,-1552	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	6	0	34.7145	7.13593	126.341	-0.569968	-0.716964	-0.401371	0.477	0.024	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1309	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	7	0	45.1894	2.58868	123.636	-0.999747	0.0194494	0.0112712	0.27	0.03	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-582,-7	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	8	0	37.202	2.95468	123.64	-0.997348	0.0720599	-0.0102261	0.51	0.036	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1839,-1144,-582	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	9	0	45.0655	2.97644	123.026	-0.994199	0.104725	-0.0245299	0.276	0.024	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1832,-1691,-582	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	10	0	37.0951	3.60026	122.92	-0.998684	0.0512553	-0.00194459	0.453	0.03	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-1144,-582,-7	14540961	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
P	0	11	0	39.8186	13.1981	123.499	-0.772085	-0.631458	-0.0717241	0.246	0.012	-10000	-10000	0	4	1	A	0	18055	0	-10000	-1	0	0	-10000	-10000	14541904	N\A	N\A	N\A	N\A	-324	-39	-324	-39	0.03	-5	0	0	-1	-10000	-10000	-10000	2	2000
